user_id,variant,retention_7d,activation,sessions,error_rate,latency_ms
user_83,treatment,1,0,3,0.01804108942083279,426
user_84,control,0,1,6,0.09307567967269466,302
user_85,control,1,0,2,0.030480585581221752,700
user_86,treatment,1,0,2,0.04925652436134917,506
user_87,control,0,1,6,0.0025027955272098447,925
user_88,treatment,1,1,10,0.012274244848282044,1631
user_89,treatment,1,0,3,0.06767543093247251,687
user_90,treatment,1,0,5,0.04043253389848752,1419
user_91,treatment,0,1,1,0.013430809086973082,2444
user_92,treatment,0,1,4,0.01479987250335226,650
user_93,treatment,0,0,5,0.03733358827104236,1330
user_94,treatment,0,1,5,0.0766604313488827,859
user_95,treatment,1,1,4,0.05777961377411946,848
user_96,treatment,1,1,6,0.00273060884173299,2632
user_97,treatment,1,0,7,0.010865558366472476,379
user_98,treatment,1,0,6,0.10446386416959005,2728
user_99,control,0,0,6,0.04428734847292312,1189
user_100,control,1,0,5,0.015196137777727286,393
user_101,treatment,1,0,2,0.03417659120077049,1016
user_102,treatment,0,0,12,0.0605768231760424,890
user_103,treatment,0,0,6,0.014732739951573889,1089
user_104,treatment,0,1,5,0.03176396991035474,1681
user_105,treatment,1,1,4,0.006335011682176317,539
user_106,treatment,1,0,3,0.010959665585681993,598
user_107,treatment,1,0,3,0.0006085562033982571,1597
user_108,treatment,1,1,6,0.0018631518608934789,644
user_109,control,0,1,5,0.024641740256878104,614
user_110,treatment,0,0,5,0.014441740400079825,374
user_111,control,0,1,6,0.022290915036765502,290
user_112,treatment,0,0,5,0.15819578249757876,2553
user_113,treatment,1,0,6,0.04890880971084172,1882
user_114,control,1,0,7,0.007537905919965776,1554
user_115,treatment,0,1,6,0.05139880276029064,1325
user_116,control,1,1,3,0.12884327400313086,90
user_117,treatment,1,0,5,0.10036173923722762,2720
user_118,treatment,1,0,5,0.029413558471755877,999
user_119,control,1,1,1,0.013786061121961027,293
user_120,treatment,1,1,5,0.07256397584916875,1271
user_121,control,1,1,1,0.07931261715366313,433
user_122,treatment,0,1,4,0.05575306064482045,484
user_123,control,0,0,9,0.06934003457283208,1804
user_124,control,0,0,8,0.010878620452852561,334
user_125,treatment,1,1,4,0.0025922473965818743,360
user_126,treatment,0,1,3,0.014058299836694373,957
user_127,control,1,0,7,0.023961321750826353,1906
user_128,treatment,0,0,6,0.002898135138480585,73
user_129,treatment,0,0,5,0.03226521860563433,407
user_130,treatment,0,1,6,0.007975293605082708,597
user_131,control,0,0,6,0.042550433015903964,1467
user_132,control,0,0,6,0.02532504918324742,1145
user_133,control,1,0,4,0.015144355836815268,1225
user_134,control,0,1,3,0.09099798048568039,599
user_135,control,0,0,5,0.07511571672448232,1881
user_136,control,1,1,8,0.030936958041193813,1244
user_137,control,1,0,3,0.024951034208698788,521
user_138,control,0,1,2,0.002611989287423829,2755
user_139,control,1,0,1,0.006662847666230252,1280
user_140,treatment,0,0,2,0.0087512891907982,876
user_141,control,1,1,3,0.00016623287481984424,2086
user_142,treatment,1,0,4,0.06884639402679098,162
user_143,treatment,1,1,5,0.01756286152458113,602
user_144,treatment,1,0,9,0.0033714592620077244,1092
user_145,control,0,0,4,0.009950724771161129,282
user_146,control,0,0,6,0.06516657240778416,734
user_147,control,0,1,6,0.024930249283828247,3733
user_148,control,0,0,4,0.029875449004671876,434
user_149,treatment,0,1,1,0.06989359656516023,920
user_150,control,0,1,4,0.012679016770902588,121
user_151,control,1,0,3,0.012798297707351738,602
user_152,control,1,1,2,0.06405160471348541,196
user_153,control,1,1,4,0.12299497944303023,450
user_154,control,1,1,5,0.14431530387962002,960
user_155,treatment,0,1,6,0.036331606400413455,126
user_156,control,0,0,8,0.18590144474841513,287
user_157,treatment,1,0,8,0.14721787355043814,1829
user_158,control,1,0,6,0.055946637392431345,587
user_159,treatment,0,1,3,0.04363789121989844,749
user_160,control,1,0,8,0.06661177945081714,1719
user_161,control,1,0,6,0.014794226048388539,1048
user_162,treatment,1,0,7,0.04025483109471222,815
user_163,treatment,1,1,7,0.023094341961852165,388
user_164,treatment,0,1,4,0.028476875850961307,1168
user_165,control,1,1,4,0.053497505101131104,1064
user_166,treatment,1,0,2,0.08018181444495173,95
user_167,control,1,1,2,0.1754305994991293,826
user_168,control,1,1,4,0.022191849969591827,524
user_169,treatment,1,0,2,0.014159825312315832,1129
user_170,treatment,0,1,4,0.020166468994433355,271
user_171,control,0,0,3,0.09548814846244547,889
user_172,control,1,0,2,0.07959876205356343,380
user_173,treatment,1,0,4,0.05863051606737703,1906
user_174,treatment,1,0,2,0.12893784923280038,1083
user_175,treatment,1,1,4,0.051078909251868455,189
user_176,control,1,1,5,0.06052864084625528,602
user_177,control,0,0,4,0.04562689203926616,568
user_178,control,1,0,4,0.06081311460026101,739
user_179,control,0,0,2,0.10960919316161602,701
user_180,control,1,0,7,0.009682132587545354,1280
user_181,control,0,1,4,0.02630697063679297,403
user_182,treatment,1,1,8,0.06375325891069684,502
user_183,control,1,1,4,0.034886775926732665,1976
user_184,control,1,0,4,0.17608147582451653,30
user_185,control,1,0,3,0.0016497695195495064,1168
user_186,treatment,0,0,6,0.10184074725548985,410
user_187,control,0,0,6,0.024894770401646917,402
user_188,control,0,0,3,0.04679516108644801,780
user_189,treatment,0,0,2,0.010081078152117286,1854
user_190,control,0,0,10,0.028171184644579423,892
user_191,control,0,0,7,0.03253109825691226,643
user_192,control,1,1,5,0.038536474700579026,754
user_193,control,0,0,4,0.0014621988739339095,703
user_194,control,0,0,4,0.02165341943228114,639
user_195,treatment,0,0,7,0.10706664708865873,444
user_196,treatment,0,0,5,0.10359237373073298,154
user_197,treatment,0,0,8,0.014370536807828174,1721
user_198,control,1,0,2,0.025796236329742584,767
user_199,control,0,0,3,0.0013420300556832862,696
user_200,control,1,1,8,0.012404058449064143,328
user_201,treatment,1,1,3,0.01288721910617607,531
user_202,control,0,1,5,0.06792662035776695,111
user_203,control,0,0,7,0.03669047927022109,898
user_204,treatment,1,0,10,0.0979951450324187,778
user_205,control,1,0,5,0.03436324572552056,1457
user_206,treatment,1,1,5,0.21643398514331572,762
user_207,treatment,0,1,1,0.06626237399613773,489
user_208,treatment,0,0,3,0.06812583090418227,1531
user_209,control,0,1,9,0.05261834604886653,906
user_210,control,0,0,3,0.020788454833147632,734
user_211,control,1,0,5,0.0006604176118175138,2698
user_212,control,1,0,7,0.014431703047344759,934
user_213,control,1,0,5,0.02191956010894162,120
user_214,control,0,0,2,0.041901213060531614,1193
user_215,control,1,0,6,0.025191202884157906,1426
user_216,treatment,1,0,4,0.002479526562847382,218
user_217,control,0,0,7,0.07621641202709983,1014
user_218,treatment,0,1,2,0.08923668420264809,555
user_219,control,0,0,4,0.014773732412600908,2416
user_220,control,0,0,5,0.018298026268834807,1195
user_221,control,0,1,3,0.023982711814894135,1707
user_222,treatment,0,0,8,0.05200661537884239,682
user_223,treatment,0,1,4,0.04480581271187771,810
user_224,treatment,1,0,6,0.08365300423060217,1628
user_225,treatment,0,0,3,0.023420455096444713,296
user_226,control,1,0,4,0.005535514838684058,938
user_227,treatment,1,0,2,0.013210168994551049,893
user_228,control,1,0,6,0.10655574958417252,1742
user_229,control,1,1,4,0.04167868296723394,755
user_230,treatment,1,1,4,0.09261855939429081,973
user_231,treatment,0,0,6,0.009603921908986505,865
user_232,treatment,0,0,4,0.02728994127790379,606
user_233,treatment,1,0,6,0.031793910618094445,1136
user_234,treatment,1,0,3,0.0017057374710864992,510
user_235,treatment,0,0,4,0.0405282184500919,373
user_236,treatment,0,1,6,0.07030977455688832,1263
user_237,treatment,0,0,3,0.04967417464050923,779
user_238,control,0,0,6,0.07900618221121601,414
user_239,treatment,1,1,4,0.08355373341227385,1308
user_240,treatment,0,0,5,0.006729502449982348,1971
user_241,control,0,0,2,0.12425780799697239,2039
user_242,treatment,0,1,3,0.11962170872837771,1152
user_243,control,1,1,6,0.058523047522471595,123
user_244,control,1,1,4,0.017882669327981663,2094
user_245,treatment,0,0,5,0.01972928922516841,657
user_246,control,1,0,9,0.01616619818377861,1472
user_247,control,0,0,7,0.0033801744889056596,1394
user_248,control,1,0,5,0.021647182398404297,828
user_249,control,0,1,6,0.004797702093175958,629
user_250,treatment,0,0,7,0.000360180445690548,271
user_251,control,0,0,6,0.008483247503410176,650
user_252,treatment,0,1,6,0.02341353930978231,2446
user_253,control,0,0,7,0.007645076227743463,1002
user_254,control,1,0,6,0.2035944900648566,1329
user_255,control,1,0,7,0.029364166062420614,1557
user_256,control,0,0,2,0.07767417246690138,252
user_257,treatment,0,1,4,0.05619409511495189,1890
user_258,treatment,1,1,9,0.07970163116337547,851
user_259,control,0,0,2,0.14203638246964576,1392
user_260,control,1,0,4,0.03352824889452266,277
user_261,treatment,1,1,4,0.04396445407390886,1166
user_262,control,1,0,4,0.024066974973315922,690
user_263,control,0,1,4,0.05383502460749366,1346
user_264,control,1,0,3,0.06227016771912994,2056
user_265,treatment,1,1,9,0.03013811701595235,1343
user_266,treatment,1,0,4,0.019162971977255108,1140
user_267,treatment,1,0,6,0.08216599909284288,2050
user_268,control,1,0,3,0.10404787436241934,362
user_269,control,0,0,5,0.09227150237511797,1582
user_270,treatment,0,0,2,0.00016009283049306323,1248
user_271,treatment,1,0,4,0.004296705096332547,715
user_272,treatment,1,0,5,0.042351409978724636,1246
user_273,treatment,1,0,3,0.08476099177833897,389
user_274,control,0,0,3,0.0031109476038499117,934
user_275,treatment,0,0,4,0.005022347939762263,1243
user_276,control,0,1,7,0.004558932903124591,2363
user_277,treatment,1,1,3,0.03238139988358137,338
user_278,control,1,0,5,0.021412569140896967,406
user_279,treatment,0,0,9,0.10236368298145496,362
user_280,treatment,0,0,4,0.018849389347536848,656
user_281,treatment,0,1,3,0.14508020967916024,1829
user_282,treatment,1,1,5,0.010901342447720643,575
user_283,control,1,1,7,0.02514871853293336,1049
user_284,treatment,1,0,7,0.019462410363518683,59
user_285,control,1,1,6,0.02583688978723889,1306
user_286,control,0,1,3,0.052067034392301,588
user_287,control,0,0,5,0.18082385542973442,523
user_288,control,1,1,5,0.013711533020943892,3336
user_289,treatment,1,0,6,0.07610938022413022,1330
user_290,control,0,0,5,0.016254332240693187,823
user_291,control,0,1,4,0.147239462112168,919
user_292,control,0,0,7,0.2689104458222541,280
user_293,treatment,0,0,8,0.0064838883495479714,1550
user_294,treatment,1,0,8,0.0012183917558787384,1487
user_295,treatment,1,1,2,0.13890246605304393,1621
user_296,treatment,0,1,4,0.03593023572356882,775
user_297,control,0,0,6,0.031981195147110605,1362
user_298,control,0,0,1,0.08940548900945146,634
user_299,treatment,0,1,6,0.010552969251445974,564
user_300,control,1,1,2,0.011512659901986421,769
user_301,control,0,1,4,0.02784859175279072,105
user_302,control,1,0,6,0.022702939465507947,289
user_303,treatment,0,0,3,0.0035607417984425253,943
user_304,treatment,1,0,7,0.0025575554350941217,666
user_305,control,0,1,3,0.08653360581268191,3509
user_306,treatment,0,0,4,0.07329796614227621,994
user_307,treatment,1,0,6,0.07839008910060766,2524
user_308,treatment,1,1,5,0.02418302643631914,783
user_309,treatment,1,0,7,0.009290388369273267,392
user_310,treatment,1,0,7,0.00823979320387549,480
user_311,control,0,1,6,0.015767939583190695,1292
user_312,treatment,0,0,9,0.034436215900825795,1931
user_313,control,1,1,6,0.004920444848313971,433
user_314,control,0,1,4,0.17243026894564562,189
user_315,treatment,1,0,2,0.012995496810521706,1677
user_316,control,1,1,4,0.01729743127357849,1009
user_317,control,0,0,3,0.08493090360418669,1146
user_318,control,0,1,5,0.19824896642457757,668
user_319,treatment,1,1,9,0.025309210922456166,470
user_320,treatment,1,0,6,0.01836895189552694,732
user_321,control,0,1,8,0.00889047295430548,1359
user_322,treatment,1,1,4,0.14101737801405673,599
user_323,treatment,0,0,4,0.02391604913174007,1117
user_324,treatment,1,1,4,0.009557593680150288,802
user_325,treatment,0,0,5,0.05606420667402308,585
user_326,control,1,0,6,0.05279895677318925,428
user_327,control,0,0,3,0.11227023198365861,538
user_328,treatment,1,0,6,0.007240451471940088,1734
user_329,treatment,0,1,4,0.17716359189571515,644
user_330,control,0,1,5,0.013535155144796786,2399
user_331,control,1,0,9,0.0650040996734099,271
user_332,treatment,0,0,6,0.008467715244120459,838
user_333,control,0,0,2,0.1519846445006015,422
user_334,treatment,0,1,4,0.08717727805523644,1823
user_335,treatment,1,0,4,0.034008957952034305,1184
user_336,control,1,0,7,0.01111555838305591,1611
user_337,control,0,1,7,0.09136506997849163,441
user_338,treatment,1,1,6,0.06608935058255627,951
user_339,treatment,0,0,3,0.02939385179082393,925
user_340,control,1,0,7,0.07206449435428164,1607
user_341,treatment,0,1,4,0.016995026105202822,1305
user_342,control,0,1,8,0.04737627524629008,934
user_343,treatment,0,0,3,0.12559085849733045,126
user_344,control,0,1,5,0.06749548218668158,763
user_345,control,0,0,7,0.025970634690880724,138
user_346,control,1,1,4,0.011172101422170809,805
user_347,treatment,1,0,7,0.0114077124950717,1356
user_348,treatment,0,0,5,0.07653166883440575,606
user_349,control,1,0,5,0.020466776055953782,853
user_350,treatment,0,1,8,0.12342332459440415,784
user_351,control,1,0,7,0.031016968694270782,1117
user_352,control,1,1,4,0.0025139630005339268,2512
user_353,treatment,0,0,3,0.040042036421063604,291
user_354,treatment,1,0,6,0.009164092469097801,1169
user_355,control,0,1,3,0.03369556704514564,263
user_356,treatment,1,0,5,0.10039464925184813,970
user_357,treatment,0,0,7,0.008516220658767481,385
user_358,control,0,1,4,0.014161564054344497,3053
user_359,control,1,0,6,0.0011685378178398385,677
user_360,treatment,0,1,7,0.040279470325440596,1021
user_361,control,1,0,2,0.026602682028852073,146
user_362,control,0,1,5,0.027931007661481117,855
user_363,treatment,1,0,4,0.0775478206714385,2070
user_364,control,1,1,4,0.046552132309375174,342
user_365,control,0,1,5,0.004246446875681833,256
user_366,treatment,1,0,1,0.10801880945362358,440
user_367,treatment,0,0,5,0.04541071358772089,321
user_368,control,1,1,6,0.1479050240509531,204
user_369,control,1,0,4,0.016392364907964394,810
user_370,treatment,1,0,5,0.10393068344278991,1078
user_371,treatment,1,0,2,0.07109647330134578,293
user_372,treatment,1,0,8,0.0043135190446761925,1076
user_373,treatment,0,0,7,0.04847937119754359,680
user_374,control,1,1,5,0.003105448368823298,849
user_375,treatment,0,0,8,0.02412776744555819,880
user_376,treatment,1,1,5,0.02669183834119407,889
user_377,control,0,0,5,0.004265206443742751,1113
user_378,treatment,0,0,6,0.0006827523345333652,1166
user_379,control,0,1,4,0.010409232692035853,1498
user_380,treatment,1,1,9,0.09793648614278616,2331
user_381,treatment,0,1,3,0.0017556789121671286,488
user_382,treatment,1,1,4,0.006165812497669383,1420
user_383,control,0,0,4,0.012145782992025183,1680
user_384,control,1,0,7,0.08007917524609906,1286
user_385,treatment,0,1,4,0.011771880304942965,890
user_386,control,1,0,5,0.001151586654700477,1057
user_387,control,0,0,4,0.10910881138758746,807
user_388,control,0,1,3,0.08860490859502383,3786
user_389,control,1,0,4,0.04035094627212316,446
user_390,control,1,0,5,0.02299004362957039,401
user_391,control,1,0,5,0.020039906927250408,680
user_392,treatment,0,0,2,0.01877450550303432,813
user_393,treatment,1,1,3,0.10511246295043801,591
user_394,control,0,1,1,0.13581179778852234,495
user_395,treatment,1,1,2,0.0606547525969213,1266
user_396,treatment,1,0,7,0.01580587324900856,477
user_397,treatment,0,0,3,0.006776853177017323,347
user_398,treatment,0,0,6,0.00472422780983665,1290
user_399,control,0,0,2,0.004101209861817559,1682
user_400,treatment,1,0,2,0.11312531307060132,1567
user_401,treatment,1,1,1,0.02247610845942125,880
user_402,control,0,0,5,0.030000448907042114,1454
user_403,control,1,0,3,0.18740110402375829,619
user_404,treatment,0,0,2,0.015082540234531873,1044
user_405,treatment,0,1,3,0.07569270002433659,1147
user_406,treatment,0,0,3,0.04231718563036622,63
user_407,treatment,0,0,7,0.0275691294827682,1043
user_408,treatment,1,1,4,0.014862129196959542,549
user_409,treatment,0,0,7,0.013609968767993327,1315
user_410,control,1,0,6,0.016775013756413205,206
user_411,treatment,0,1,5,0.03477467594146716,404
user_412,treatment,0,0,8,0.07270467790132724,173
user_413,control,1,0,3,0.08693291964071308,804
user_414,control,0,1,3,0.07748956671428847,1304
user_415,control,0,0,6,0.03689756167659302,99
user_416,control,0,1,7,0.008183039980337495,717
user_417,treatment,0,1,6,0.06719053132247463,521
user_418,treatment,0,0,8,0.05864428956446549,874
user_419,treatment,0,0,2,0.008301358583568837,594
user_420,treatment,0,1,5,0.013891943936826981,1560
user_421,treatment,0,0,6,0.09100148392101527,1209
user_422,treatment,1,1,5,0.0029896975345508293,222
user_423,control,1,0,5,0.005368658338615042,580
user_424,treatment,0,0,5,0.056151682525797594,440
user_425,control,0,1,4,0.017702412003344117,1224
user_426,control,1,0,6,0.006052388041994791,1365
user_427,treatment,1,0,5,0.05542972524523595,1182
user_428,control,1,1,2,0.0414407704084822,1462
user_429,treatment,0,1,2,0.08034055947998349,830
user_430,control,0,0,3,0.04937822888384588,2289
user_431,treatment,1,0,6,0.015457437975264785,592
user_432,control,1,0,1,0.029533179147401997,575
user_433,treatment,0,1,5,0.051700771290559853,520
user_434,treatment,1,0,2,0.02838407952943818,1067
user_435,treatment,1,0,3,0.06650697628637393,2335
user_436,treatment,0,0,8,0.029755071465267284,1341
user_437,treatment,1,1,4,0.01531118246022601,460
user_438,control,1,0,7,0.008484364488778857,2187
user_439,control,0,0,4,0.06000564118754855,795
user_440,control,0,0,2,0.1969888354477434,1355
user_441,treatment,1,1,7,0.010337660022372706,356
user_442,control,0,0,1,0.11359045063102603,507
user_443,treatment,1,0,1,0.015320888189202797,640
user_444,treatment,1,1,3,0.04839843268745607,379
user_445,control,0,0,6,0.06582074327895172,253
user_446,control,0,1,7,0.0005632295294926853,576
user_447,treatment,0,1,4,0.019176121748773776,901
user_448,control,0,0,3,0.02913804574761618,843
user_449,treatment,1,0,5,0.039006225389461295,372
user_450,treatment,0,1,7,0.008873735042915498,570
user_451,treatment,0,1,4,0.034492518032490566,1641
user_452,treatment,0,1,6,0.10358094383593175,311
user_453,treatment,0,0,11,0.010216664979434617,181
user_454,control,1,0,3,0.018891620762938526,673
user_455,control,0,1,4,0.023600412729157402,1040
user_456,treatment,1,0,6,0.03685886982180113,1471
user_457,treatment,0,1,4,0.0006506731154304812,1799
user_458,control,1,0,5,0.026016256722996952,1230
user_459,control,1,0,5,0.02543735881732438,373
user_460,treatment,1,0,5,0.07810898771306718,544
user_461,control,1,0,5,0.034480888695178964,726
user_462,treatment,0,0,1,0.07732659380103532,155
user_463,control,0,0,4,0.0004903325530592977,1153
user_464,treatment,1,0,7,0.003160653124529227,474
user_465,control,0,1,8,0.07742170626414276,230
user_466,treatment,1,0,6,0.004775136228215094,189
user_467,control,0,0,3,0.0036831791702559317,491
user_468,control,1,1,4,0.06326444777773771,1259
user_469,treatment,1,0,5,0.12900984253048867,445
user_470,control,1,0,5,0.041797040726626704,552
user_471,treatment,1,0,6,0.05663818112759256,654
user_472,control,1,0,6,0.2124534309111741,1670
user_473,treatment,1,0,5,0.04177459289115209,1710
user_474,control,1,0,6,0.0014185438223650883,317
user_475,treatment,1,0,5,0.05253827313270688,2703
user_476,control,1,0,1,0.09838304214400638,667
user_477,treatment,1,0,2,0.0817165701120806,1540
user_478,control,0,0,3,0.006041451711010889,436
user_479,treatment,1,1,11,0.00390608322330344,1895
user_480,treatment,0,0,3,0.03952450122774823,765
user_481,treatment,1,1,5,0.026422481861517626,1375
user_482,control,1,0,3,0.044444895393890516,1783
user_483,treatment,0,1,3,0.048686830467901974,2179
user_484,control,0,0,3,0.0347662454951115,1535
user_485,treatment,0,1,2,0.040113734337580614,181
user_486,control,0,0,4,0.10826264633160836,2576
user_487,treatment,0,0,5,0.0038608758491370933,671
user_488,control,1,0,6,0.04166967529976197,2001
user_489,control,1,0,5,0.023569058485201938,655
user_490,treatment,1,0,5,0.05456146657138412,581
user_491,control,0,1,7,0.00637065341086398,565
user_492,control,0,1,6,0.04903715379867613,661
user_493,treatment,1,0,4,0.10671118573035888,1783
user_494,control,0,1,2,0.11839466745075274,970
user_495,control,1,0,12,0.04370504182382377,928
user_496,control,1,0,5,0.10410511048332406,506
user_497,treatment,1,0,5,0.004512891206335013,2306
user_498,control,1,0,7,0.012555518801749386,394
user_499,treatment,0,0,1,0.02710722357237591,1787
user_500,control,1,0,7,0.05167392108088654,1389
user_501,control,0,0,6,0.07658106162782634,741
user_502,control,0,0,4,0.04301967492913784,1564
user_503,treatment,0,0,5,0.005108867190078875,297
user_504,control,1,1,5,0.0016773210166018315,406
user_505,control,0,0,4,0.07048219021838387,322
user_506,treatment,1,0,6,0.0013736947133318961,1261
user_507,control,0,1,7,0.04166638920577858,670
user_508,treatment,0,0,4,0.02163173330779695,1933
user_509,treatment,0,0,8,0.14001584515606502,475
user_510,control,1,1,6,0.03921040929820645,1878
user_511,treatment,1,1,7,0.0036317907474458294,619
user_512,control,1,0,5,0.07204677995033014,2111
user_513,treatment,1,1,3,0.08128881611414404,109
user_514,treatment,0,1,7,0.0002944973328887462,363
user_515,control,1,0,4,0.07793496537345856,265
user_516,treatment,0,0,3,0.03324785372048275,857
user_517,treatment,1,1,8,0.013633371786268911,358
user_518,treatment,0,0,3,0.0017919770004927327,337
user_519,treatment,1,1,4,0.06903675954093172,1893
user_520,treatment,0,0,11,0.18581657243834176,501
user_521,control,0,0,3,0.01113238561370746,847
user_522,treatment,1,0,7,0.06022105703148664,453
user_523,control,1,0,3,0.09581464691171095,749
user_524,treatment,0,0,5,0.12216255685388466,1609
user_525,control,0,0,3,0.023129738106095105,87
user_526,control,0,0,8,0.037532594542702136,1854
user_527,treatment,0,0,7,0.0027361665131369283,176
user_528,treatment,0,0,3,0.00847377468411525,522
user_529,treatment,1,1,4,0.01922240156639465,259
user_530,control,0,1,2,0.08232985488221661,203
user_531,treatment,0,0,8,0.003435890883526764,450
user_532,control,1,1,2,0.04256600071944726,260
user_533,control,1,0,2,0.027891946289830983,642
user_534,control,1,0,3,0.017902337717992427,1505
user_535,treatment,0,1,3,0.01428394131952725,337
user_536,treatment,0,0,4,0.03099256407274759,81
user_537,control,1,0,6,0.026152800786408584,1816
user_538,control,1,0,6,0.0002213976490506786,465
user_539,treatment,0,0,4,0.007012390278399612,1368
user_540,control,1,0,4,0.007866695180147085,2420
user_541,treatment,0,1,2,0.0005580382163980073,1485
user_542,control,0,0,5,0.014609712873006601,235
user_543,treatment,0,1,7,0.006697031551208608,594
user_544,control,1,0,7,0.01305717811552437,834
user_545,treatment,1,0,8,0.03743251110161941,995
user_546,control,1,0,7,0.017122611351991883,216
user_547,treatment,1,0,9,0.0007399083499747806,1107
user_548,treatment,0,1,5,0.025835970599937107,836
user_549,control,1,1,4,0.07536351501082406,857
user_550,control,0,0,4,0.013864591855234603,237
user_551,treatment,1,1,5,0.047948020268282855,897
user_552,control,1,0,7,0.001506579711209817,617
user_553,treatment,1,1,0,0.010531838400783294,3074
user_554,control,0,0,6,0.030513279336875827,643
user_555,treatment,1,0,5,0.05878928225403371,378
user_556,treatment,1,0,5,0.05057667017618262,1770
user_557,treatment,0,0,6,0.003233455572968639,444
user_558,treatment,0,1,8,0.0016381336206424066,1929
user_559,treatment,0,0,7,0.03313808881121663,756
user_560,treatment,0,1,5,0.00034908695709392335,660
user_561,control,0,1,1,0.006291120677208988,1840
user_562,control,1,1,5,0.12404121972069058,549
user_563,control,1,0,0,0.05572364869979601,776
user_564,treatment,1,0,4,0.04357237624331192,566
user_565,treatment,0,0,8,0.002659360951540391,1018
user_566,treatment,1,0,6,0.019766447496554592,1009
user_567,treatment,0,0,6,0.021801719392397598,885
